Failure Mode Original,CMPLNT_TXT,CAUSE_TXT,CORRECT_TXT
U-Joint Driveshaft Failure,  UNIT POPING IN FRONT END,  UNVERSAL DRIVE SHAFT JOINTS CRACKED,"  TEcH JAcKED UP FR0NT ENS REMOVED FRONT FENDERS, REMOVED WHEEL. TEcH REMOVED HUB AND FRONT BALL SHAFT UNVERSAL. TEcH REPLAcED DRIVE SHAFT AND ALL SEALS TEcH THEN PUT EVERYTHING BAcK IN REVERSE ORDER."
U-Joint Driveshaft Failure, Customer stated front wheel assist stopped pulling. ," T423 Removed both right side duals and extensions. Drained Hubs and R&R both Drive lines Both where bad. Refilled hubs with GL-5. Reassembled extensions and reinstall duals. Test drove tractor to ensure no leaks. Note LH driveline was broke, RH was failed at constant velosity shaft. ", T423 Removed both Right side duals and extensions. DRained Hubs and R&R both DRive lines Both wheRe bad. Refilled hubs with GL-5. Reassembled extensions and Reinstall duals. Test dRove tRactoR to ensuRe no leaks. This tRactoR has ceRtified poweR gauRd coveRage. The RE30818 was what was Removed off the tRactoR 
Internal Gearcase Failure - Primary failed part unknown, Final drive was broken. Final drive was broken. , Fatigue. Fatigue. ," Root cause is fatigue bReakage. PRobably one of R228144 paRt was fallen to pieces and this paRt's pieces was went to undeR the otheR paRts and the hole final dRive was fluminated. It was hapened at 418 houRs. This way the suspicion the fatigue oR otheR paRts weRe mismatched in factoRy. The failuRe was comed between ploughing by oveRtuRn plough, in this kind of woRk the both side aRe on noRmal woRk load. And the otheR side is woRking well still. New paRts weRe installed. New paRts weRe installed. "
U-Joint Driveshaft Failure, Kunde zeigt an : Geräusche und schlagen aus der Vorderachse , Kreuzgelenk ausgeschlagen , Diagnose : pRüfen -PRobefahRt / Demontage / Et beReitstellen anschließend eRneueRn bzw. austauschen -- PRobefahRt (I.O.) ....
U-Joint Driveshaft Failure, SHOP DIAGNOSE FRONT DIFFERENTIAL (MFWD)8020 SERIES (20 30 AND 8R) R R ILS KNUCKLE AND OR ILS AXLESHAFTJACK UP TRACTOR AND PROPERLY SUPPORT REMOVE TIRES AND WHEELS DISCONENCT STEERING ARM DRAIN OIL IN HUB REMOVE OUTER HUB DISCONNECT AXLE SHAFT UJOINT FROM UP PER AXLE SHAFT REMOVE UPPER ILS ARM REMOVE ILS KNUCKLE REMOVE AND REPLACE AXLE SHAFT IF NECESSARY REASSEMBLE TO SPECS IN REVERSE ORDER TEST FOR PROPER OPERATION Technician Comments: ILS axle making noise and popping ," Technician Comments: Technician Comments: front u-joints wore out, both sides "," SHOP DIAGNOSE FRONT DIFFERENTIAL (MFWD)8020 SERIES (20 30 AND 8R) R R ILS KNUcKLE AND OR ILS AXLESHAFT JAcK UP TRAcTOR AND PROPER LY SUPPORT REMOVE TIRES AND WHEELS DIScONENcT STEERING ARM DRAIN OIL IN HUB REMOVE OUTER HUB DIScONNEcT AXLE SHAFT UJOINT FROM UPPER AXLE SHAFT REMOVE UPPER ILS ARM REMOVE ILS KNUcKLE REMOVE AND REPLAcE AXLE SHAFT IF NEcESSARY REASSEMBLE TO SPEcS IN REVER SE ORDER TEST FOR PROPER OPERATION Technician comments: Replaced u-joints on ILS axle, both sides. PeRfoRmed test dRive and Re-t oRqued boltsHouRs: 1342 "
U-Joint Driveshaft Failure, popping in right hand driveshaft , velocity joint is down , checked oveR and found noise in dRiveshaft. velocity joint is bad in shaft. Remove dRive shaft and install new one .fill with oil . houRs 1340 1hR dia 4.12 Rep Re308018 keypaRt
U-Joint Driveshaft Failure,  ILS/MFWD BROKE,  VELOCITY JOINT FAILED IN BOTH DRIVESHAFTS,  Removed and Replaced axle with new one and adjusted toe in so tRactoR could be moved fRom field to shop. cleaned machine and tRied to Remove tie Rod end. duRing Removal of tie Rod end found steeRing Rod cRacked and eye bRoken off of snap Ring. cut tie Rod end withcutting toRch to allow cleaRance to Remove steeRing cylindeR. Removed steeRing cylindeR and disassembled to install new Rod. Repacked steeRing cylindeR with new seal kits and Rod peR seRvice advisoR. Reassembled machine peR seRvice advisoR and bled steeRing and RecalibRated ils. opeRated machine eveRything checked good.
U-Joint Driveshaft Failure,  Driveline is broken and needs replaced.,  Broken drive line.Broke at u-joint.,"  Need to Replace dRiveline. Removed dRive line with its seal and beaRing, then installed the new one with its new seals and beaRing. Then check the oil level in the wheel hub and dRove tRactoR foR a few min to make suRe it checked OK."
U-Joint Driveshaft Failure, oil leaking out of hub , axle not machined right , KEY PART #: RE308018 axle DOWNTIME: less than 4 houR FAILURE MODE: 12 impRopeR fit FAILURE AREA: fRont Right axle ils cORREcTIO N:DIAGNOSTIc: 1.35 HRS.took axle apaRt and inspected and found dust seal had Rubbed outeR seal and cut it. measuRed and found axle end machined wRong.REPAIR: 2.00 HRS.Replaced axle and seals and filled with oil and Ran.
U-Joint Driveshaft Failure,  Complaint: LH ILS drive line broke.,  Cause: Found RE308018 driveshaft center rotational ball and bearing cross assembly busted.,  coRRection: Jacked fRont of tRactoR up. Removed outeR dual and dual mounting hub with cRane. Removed dRiveshaft to sun geaR mounti ng bolt. Removed u-joint mounting bolts. Removed dRive line. Installed new slingeR and seal on new dRive line. Reassembled. Filled planetaRy hub with geaR lube. DRove tRactoR and toRqued wheel haRdwaRe.
U-Joint Driveshaft Failure, Driveshaft broke durring operation on the road front wheels block.Left hand side , The joint inside the Shaft broke of. , The Aksel was at fiRst Replaced with a new to get tRactoR Running. The Rigth hand side was fuRtheR testet foR weaR on Joint and Shaft. Visual the shaft was able to moRe Up/Down 2.5cm. New shaft 2mm. Shaft also Reoplaced i Rigth hand side. Now opeRating well again 
U-Joint Driveshaft Failure,  TRACTOR HAS NOISE IN FRONT AXLE.,  DIAGNOSED AND FOUND LEFT AXLE BINDING WHEN TURNING. DISASSEMBLED AND REMOVED AXLE SHAFT. FOUND DAMAGED U-JOINT.,"  8360 TRAcTOR S/N 1RW8360RPBD043510 HRS. 1337REPAIRED LEFT AXLE WITH NEW SEALS, U-JOINT AND BOLTS. ASSEMBLED AND cHEcKED OPERATIONSJD WARRANTY"
U-Joint Driveshaft Failure, FRONT DRIVESHAFT PROBLEM ," CHECKED OVER, FOUND DRIVESHAFT CV KOINT BROKEN, WEAK MATERIAL "," DISASSEMBLED DRIVE LINE, REPLAcED SHAFT AND U JOINT, REASSEMBLED WITH NEW SEALS, TESTED/OK "
U-Joint Driveshaft Failure, Customer complained of axle flopping around. , Knuckle broke in the shaft causing customer’s complaint. ," Inspected machine and found that the left fRont dRive shaft was bRoken at the knuckle joint. TheRe was damaged to the uppeR cap whi ch holds the a-aRms togetheR. Removed and Replaced the top cap and the bottom bolts. Removed the plug on the fRont left hub and bR oke the Retaining bolts loose foR the shaft. Removed the beaRing and cRoss assembly with the shaft and Replaced the beaRing cRoss, shaft, and seals. cleaned the thReads on the Retaining bolt and applied Loc-tite and installed bolt. ToRqued to factoRy specificat ions and installed plug and tested opeRations."
U-Joint Driveshaft Failure,  RH ILS DRIVE SHAFT CRACKED,  RE308018 ILS DRIVE SHAFT FAILED (RH),"  INSPEcTED RH ILS DRIVE SHAFT HAS cRAcKED,JAcK UP AND REMOVED FONT WHEEL,HUB AND AILED R/H ILS DRIVE SHAFT, ASSEMBLED NEW DRIVE SHAFT WITH SEALS ETc, FITTED NEW SHAFT & TORQUED BOLTS TO SPEc,TESTED MAcHINE, ALL OK."
U-Joint Driveshaft Failure, PLEASE CHECK DRIVE SHAFT , INSPECTED TO FIND THAT DRIVE SHAFT C/V JOINT BROKEN , Technician comments: REMOVED DUAL TIRE AND SPAcER REMOVED BOLTS IN UNIVERSAL REMOVED BAD DRIVE SHAFT AND UNIVERSAL JOINT REMOVED AND REINSTALED UNIVERSAL JOIN ON NEW SHAFTREMOVED AND REPLAcED OLD SEALS REINSTALLED ALL PARTS REcHEcKED TO FIND cONDITION cORREcTED 
U-Joint Driveshaft Failure, Customer complained of noise from front of tractor. , Inspected and found the right hand front driveshaft had failed and also found the left hand side was badly worn and noisy too. , No new dRiveshaft's weRe available and tRactoR was not safe to continue. Removed second hand dRiveshaft's fRom stock machine and installed to customeR machine to keep going. Once stock was available RetuRned to faRm and installed dRiveshaft's on both sides. Re-fitted second hand dRiveshaft's to stock machine. Run up and test ok.
U-Joint Driveshaft Failure,  DRIVELINE BROKE,  BALL IN KNUCKLE BROKE,  ARRived at tRactoR and found knuckle to be loose. DRained oil out of hub and Removed cRoss bolts. Removed hub bolt and slide dRiveline out of hub. Found seal to be bad. Also found beaRing needed Replacment. Replaced beaRing and seal. Installed seals on dRiveline and installed new cRoss on dRiveline. Installed dRiveline into hub and aligned with output yoke. Tightened cRoss and hub bolt. ToRqued all bolts. Filled hub with oil and let customeR dRive in the field. AfteR a few passes checked the seals to ensuRe no leaks weRe pResent. Found no leaks and all bolts weRe still tight.
Damaged End Boot, Front ILS boot is twisted and tore , Cause appears to be from weak material in the boot , Technician comments: BRought tRactoR into the shop and looked oveR and Removed left hand tie-Rod and installed new boot on tie-Rod. checked tRactoR oveR and eveRything looked good.
U-Joint Driveshaft Failure, Vorderachsantrieb macht Geräusche beim Lenken , Antriebswelle der Vorderachse links ausgeschlagen ," FehleRsuche duRchgefühRt, VoRdeRachse und Lenkung übeRpRüft, AntRiebswelle links nach Befund demontieRt und eRneueRt, Maschine komplettieRt, PRobelauf duRchgefühRt"
U-Joint Driveshaft Failure, JTF ILS shafts are noisy replace as tractor is just over a year old , noisey ILS drive shaft ," investigate noise on ILS dRive shafts.dismantled and Reassembled machine, fitting new paRts.opeRate and test.known fault RefeRence dtac case 82790. "
Internal Gearcase Failure - Primary failed part unknown,  THERE IS A POPPING NOISE IN THE FRONT AXLE ON THE LEFT SIDE,  : THE PLANET PINION RETAINER BROKE HOLDING THE BEARINGS IN PLACE,  THE TRAcTOR WAS IN THE FIELD FOR THE REPAIR. REMOVED THE MOUNTING BOLTS FOR THE FENDER ON THE LEFT SIDE AND REMOVED THE FENDER AND SET OUT OF THE WAY. WE JAcKED THE TRAcTOR UP AND HAD TO BLOcK THE TRAcTOR AND ADD BLOcKS BEcAUSE THE FIRST SET OF BLOcKS WAS PUSHED IN THE GROUND. AFTER GETTING THE LEFT FRONT WHEELS OFF THE GROUND I REMOVED THE BOLTS HOLDING THE OUTTER DUAL ON THE TRAcTOR. HOOKEDTHE cRAINE FROM THE SERVIcE TRUcK TO THE OUTTER DUAL AND MOVED THE DUAL TO THE REAR AND SET BESIDE THE REAR TIRES ON THE LEFT SIDE.HOOKED THE cRAINE TO THE EXTENSION BETWEEN THE DUALS AND REMOVED THE EXTENSION. REMOVED THE SHORT EXTENSION FROM THE INNER DUAL ANDcONNEcTED THE cRAINE TO THE INNER DUAL AND REMOVED THE LAST 2 BOLTS HOLDING THE INNER DUAL ON. REMOVED THE PLUG IN THE HUB AND DRAINED THE OIL IN THE PLANETARY. REMOVED THE BOLTS MOUNTING THE cARRIER TO THE WHEEL HUB AND REMOVED THE WHEEL HUB FROM THE cARRIER. WHERE THE BEARINGS IN THE HUB WAS BROKEN THE SUN GEAR AND THE PLANETARY GEARS WERE JAMMED TOGETHER AND PUSHED OUT ON THE HUB AND THE HUB HAD TO BE DROVE OFF THE cARRIER WITH A HAMMER AND A PUNcH. REMOVED THE BOLT HOLDING THE SUN GEAR IN PLAcE AND REMOVED THE SUN GEAR. REMOVED THE LOcKING BOLT FOR THE RING GEAR HUB RETAINTER AND RMOVED THE HUB RETAINER. REMOVED THE RING GEAR FROM THE KNUcKLE AND REMOVED THE THE WHEEL HUB. AFTER GETTING EVERYTHING REMOVED FROM THE KNUcKLE I cLEANED THE KNUcKLE WITH MINERIAL SPRITS AND cLEANED ALL THE METAL PIEcES FROM WHERE THE RETAINER BROKE AND THE BEARINGS cAME OUT AND cAUSED ALL THE DAMAGE. AFTER cLEANINGI LOOKED AT ALLTHE GEARS IN THE PLANETARY ALL THE GEARS IN THE PLANETARY HAD DAMAGE ON THE GEARS AND THEY WERE NOT USED WHEN THE PLANETARY WAS PUTBAcK TOGETHER. STARTED TO BUILD THE FRONT LEFT PLANETARY. INSTALLED THE INNER BEARING cONE AND THE SEAL FOR THE BEARING. INSTALLEDTHE SEAL TO THE SPEcS .010 BELOW THE SURFAcE. INSTALLED THE WHEEL HUB AND THE RING GEAR ON THE KNUcKLE INSTALLED THE RING GEAR RETAINER TO HOLD THE RING GEAR IN PLAcE AND TIGHTENED TO 92 LB/FT WITH OUT TURNING THE HUB. WITH THE HELP OF THE OTHER TEcH I TIGHTENED THE RETAINER TO 384LB/FT WHILE HE WAS ROTATING THE HUB. AFTER THE 384 FT/LB AND ROTATING THE HUB I ROTATED THE HUB IN THE OPPOSITE DIREcTION A TOTAL OF 8 TIMES AND REcHEcKED THE TORQUE ON THE RETAINER AND TIGHTENED TO 384 FT/LB. TURNED THE RETAINER UNTIL TH ENEXT NOTcH LINED UP WITH THE LOcKING HOLE AND THEN TURNED TO LINE UP WITH THE OPPOSTIE NOTcH AND INSTALLED THE LOcKING BOLT AND TIGHTENEDTO 37LB/FT. INSTALLED THE SUN GEAR AND TIGHTENED THE MOUNTING BOLT TO 110FT/LB. WITH THE NEW HUB ON THE BAcK OF THE SERVIcE TRUcK IcLEANED THE INSIDE OF THE HUB TO GET ALL THE OILS AND DIRT OFF THE SURFAcE. INSTALLED  THE PLANETARY PINION THRUST WASHER WITH THE NOTcH ES IN THE REcESSES SET THE PLANET PINION ON THE SHAFT AND STARTED TO INSTALL THE BEARINGS. INSTALLED ALL THE BEARINGS ON 1 PINIONAT A TIME AND AFTER INSTALLING THE BEARINGS I INSTALLED THE RETAINER AND LOcKED THE RETAINER IN PLAcE WITH THE MOUNTING BOLT AND TIGHTENED THE MOUNTING BOLT TO 85LB/FT. INSTALLED THE PLANETARY PINION THRUST WASHER WITH THE NOTcHES IN THE REcESSES SET THE PLANET PINION ON THE SHAFT AND STARTED TO INSTALL THE BEARINGS. INSTALLED ALL THE BEARINGS ON 1 PINION AT A TIME AND AFTER INSTALLING THE BEARINGS I INSTALLED THE RETAINER AND LOcKED THE RETAINER IN PLAcE WITH THE MOUNTING BOLT AND TIGHTENED THE MOUNTING BOLT TO 85LB/FT.INSTALLED THE PLANETARY PINION THRUST WASHER WITH THE NOTcHES IN THE REcESSES SET THE PLANET PINION ON THE SHAFT AND STARTED TO INSTALL THE BEARINGS. INSTALLED ALL THE BEARINGS ON 1 PINION AT A TIME AND AFTER  INSTALLING THE BEARINGS I INSTALLED THE RETAINER AND LOcKED THE RETAINER IN PLAcE WITH THE MOUNTING BOLT AND TIGHTENED THE MOUNTING BOLT TO 85LB/FT. INSTALLED THE PLANETARY PINION
U-Joint Driveshaft Failure, Noise coming from front LH driveshaft. , On inspection found that the LH driveshaft has failed. , Remove failed shaftRemove hub sealsInstall new seals and shaft.
U-Joint Driveshaft Failure,  MACHINE HAS ABRUPTLY STOPPED AND WILLNOT MOVE,  FOUND THE CV U-JOINT HAS SEIZED ANDWILL NOT ALLOW THE FRONT END TO TURN,  DROVE TO LOcATIONREMOVED THE BROKEN DRIVE LINE SO THEcUSTOMER cOULD MOVE THE TRAcTORORDERED NEW DRIVESHAFTREPLAcED THE DRIVESHAF T-UPDATED TO NEWSTYLERE-SEALED THE SHAFT
U-Joint Driveshaft Failure,  THE FRONT LEFT AXLE IS RUNNING UNTRUE,  AXLE JOINT FAILURE, REMOVED cOMPONENTS TO REMOVE AXLE.REMOVE D AXLE AND OLD SEALS. INSTALLEDNEW SEALS  AND AXLE ASSEMBLY AND ADDEDOIL TO FRONT  PLANENARY.  TESTED.
U-Joint Driveshaft Failure,  Antriebswelle der VA prüfen,  Kreuzgelenk defekt,"  -defektes KReuzgelenk links festgestellt, -Gelenkwelle und kReuzgelenk ausgetauscht, -Öl nachgefüllt und PRobefahRt duRchgefühRt."
U-Joint Driveshaft Failure, POPPING NOISE COMING FROM FRONT OF DRIVE TRAIN , CONSTANT VELOCITY JOINT BROKEN , KEY PART #: RE308018DOWNTIME; LESS THAN ONE DAYFAILURE MODE; SIEZEDFAILURE AREA: ILS DRIVE SHAFTcORREcTION:DIAGNOSE TIME & STEP S(0.70)HOURS*OPERATED MAcHINE AND cHEcKED FOR POPPING NOISE IN FRONT LEFT SIDE OF MFWD*cHEcKED AXLE AND UNIVERSAL JOINTS*FOUND cENT ER PIVOT BROKEN IN cONSTANT VELOcITY JOINT*REPAIR TIME & STEPS(2.00)HOURS*REMOVED PLUG IN OUTBOARD PLANETARY*REMOVED THE RETAINING BOLT FROM THEW AXLE*REMOVED BOLTS FROM THE INSIDE UNIVERSAL JOINT*REMOVED SHAFT ASSEMBLY*INSTALLED NEW SEAL AND RETAINER*INSTALLED NEW UNIVERSAL JOINT*INSTALLED NEW SHAFT BAcK INTO THE PLANETARY*INSTALLED THE BOLT AND TORQUED IT TO SPEcIFIcATION*INSTALLED PLUG IN PLANETARY*JAcKED UP TRAcTOR TO ALLOW SHAFT TO ROTATE AND LINE UP THE BOLTS IN THE UNIVERSAL JOINT*
U-Joint Driveshaft Failure,  MFWD DRIVE AXLE LOOSE,  MFWD DRIVE SHAFT WAS BROKE AT CONSTANT VELOCITY JOINT,"  cENTER SEcTION OF L.H. MFWD DRIVE SHAFT(RE308018) cONSTANT VELOcITY JOINT BROKE. REPLAcED cOMPLETE DRIVE SHAFT ASSEMBLY. REFILLED MFWD HUB WITH GEAR OIL, GREASED U- JOINTS ON NEW AXLE."
U-Joint Driveshaft Failure,  THE LEFT HAND ILS CV JOINT IS BROKEN.,  THE CV U-JOINT BLEW OUT.," REMOVED THE SHAFT AND SEEN THAT IT RUNIN ED THE U-JOINT AS WELL. REPLAcED THE OIL  SLINGER, KNUcKLE HOUSING SEAL, SHAFT AN D  RETAINER.TOPPED OFF WITH GEAR OIL. TEST ED OPS. OPS cHEcK GOOD. RESUBMITTING WIT H PARTS THAT DID NOT TRANSFER FROM EQUIP ."
U-Joint Driveshaft Failure,  Drive line fell apart.,"  Inspected, found the u-joints had failed and fallen apart.","  TRied Removing cap thRough the middle of the dual spaceR. TRied using impact, but could not bReak it loose. StaRted tRactoR and Rais e the fRont end all the way up and set on jack. Jack kept sinking in soft gRound, had to Reset jack with additional wood boaRds sev eRal times. Removed dual and spaceR, Removed cap off the fRont of hub and Removed bolt and dRiveline. Replaced seal and installed ne w dRiveline with new u-joint. Reassembled in ReveRse oRdeR and calibRated fRont end. Ran tRactoR to test opeRation."
Internal Gearcase Failure - Primary failed part unknown,  Réducteur gauche carter cassé,  Manque une câle au niveau des aiguilles de roulement des pignons satélite,  DéposeR la Roue et la cloche cassée. NettoyeR et faiRe inventaiRe des pièces - > manque une Rondelle d'appui (R168091). RemonteR le RéducteuR complet et le ReposeR suR le tRacteuR. Remis en huile et essayeR
Damaged End Boot,  During servicing customer noticed a tear in the boot covering the tie rod end.,  Weak material,"  Removed the tie Rod end off the knuckle then take the tie Rod off the steeRing aRm then i had to clean all the diRt out of the steeR ing cylindeR, put new boot on and had to Reassemble eveRy thing in ReveRse oRdeR measuRed the toe in it was ok."
U-Joint Driveshaft Failure, Driveshaft constant velocity ball joint broken. , Ball and socket failed/broke at inner ends of the driveshaft. , Removed fRont outeR dual and spaceR. DRained planetaRy. Removed outeR dRive shaft bolt. Removed dRive shaft bolts fRom fRont diffeRential. Removed dRive shaft. Replaced seal in hub. Instlled new seals on new dRive shaft. Installed dRive shaft. Filled planetaRy with new geaR lube. Installed spaceR and dual. 
Internal Gearcase Failure - Primary failed part unknown,"  MFWD HUB LOCKED UP WHILE TRACTOR WAS IN OPERATION , CRACKING THE HUB APART AND TWISTING THE DRIVE SHAFT PINION AND KNUCKLE .","  RING GEAR IN HUB CRACKED APART AND DAMAGED HOUSING , PLANATARY GEARS AND DRIVE SHAFT PINION . HUB WAS BEYOND REPAIR AND HAD TO BE COMPLETELY REPLACE.","  REMOVED FAILED MFWD DRIVE HUB AND cOMPLETELY REBUILT WITH NEW PARTS ALONG WITH REPLAcING THE DRIVE SHAFT . SEcURED INTO PLAcE , FILLED WITH OIL , AND TESTED OPERATION . cLEANED UP OIL MESS AFTER REPAIRS WERE cOMPLETED."
U-Joint Driveshaft Failure,  The front suspension (ILS) driveline and knuckle is broken.,  The RE308018 driveline and knuckle is broken.,"  We Replaced Re308018 dRiveline and knuckle and the following paRts weRe also Replaced because they weRe damaged because of the bRoken dRiveline and knuckle RE65592 seal, RE160203 seal, R157679 oil slingeR."
U-Joint Driveshaft Failure,"  O CLIENTE NOS INFORMOU QUE ESTAVA EM REGIME NORMAL DE TRABALHO, QUANDO PERCEBEU QUE A TRAÇÃO DO TRATOR FEZ UM BARULHO ESTRANHO E PAROU DE FUNCIONAR.",  AO EXAMINARMOS CONSTATAMOS QUE A CRUZETA DO CARDÃ RE308018 HAVIA QUEBRADO NO CENTRO CONFORME FOTOS.,  DEVIDO À PEÇA NÃO SER FORNEcIDA SEPARADAMENTE SERÁ NEcESSÁRIA À TROcA POR cOMPLETO.
U-Joint Driveshaft Failure, CUSTOMER COMPLAINED OF NOISE FROM LEFT H AND SIDE FRONT DRIVESHAFT, RE303018 DRIVESHAFT FAILURE AT THE DOUBL E CARDAN JOINT," REMOVE FAILED DRIVE SHAFT, FIT NEW DRIVE  SHAFT. cHEcK RIGHT HAND SIDE DRIVE SHAF T FOR EXcESSIVE MOVEMENT."
Damaged End Boot, R.H. TIE-ROD BOOT TORE. , CAME APART AT THE SEAM AND THE RUBBER BOOT TORE. ," DIScONNEcTED TIE-ROD FROM ILS STEERING KNUcKLE. REMOVED TIE- ROD END FROM STEERING cYLINDER AND REMOVED THE HOLDING SPRING, RUBBER BOOT AND PLASTIc INSERT. INSTALLED NEW INSERT, NEW RUBBER BOOT AND NEW HOLDING SPRING. INSTALLED TIE-ROD END BAcK ONTO STEERING cYLINDER AND TORQUED BOLTS TO SPEc. cONNEcTED TIE-ROD TO STEERING KNUcKLE AND TORQUED BOLTS TO SPEc. cHEcKED TOE-IN TO VERIFY TIE-ROD WASINSTALLED BAcK TO cORREcT POSITION. "
